CNPJ;Razao Social;Codigo do Cliente;Numero do Contrato;DR do Contrato;Codigo do Centro de Custos;Centro de Custos;Numero da Fatura;DR da Fatura;Status da Fatura;Inicio do Ciclo de Faturamento;Fim do Ciclo de Faturamento;Data de Emissao;Data de Vencimento;Data de Pagamento;Data de Cancelamento;Data de Fechamento;;;;;;;;;
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;13/04/2023;3220;SEDEX CONTRATO AG;1;140;R$ 11,97;R$ 11,97;785754873;OS785754873BR;R$ 291,90;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25730000;PETROPOLIS;RJ;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;23/03/2023;3220;SEDEX CONTRATO AG;1;407;R$ 30,19;R$ 30,19;785752149;OS785752149BR;R$ 292,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;5409000;SAO PAULO;SP;200;1100;1600;0;40700
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;380;R$ 69,19;R$ 69,19;785753436;OS785753436BR;R$ 295,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;45910000;ALCOBACA;BA;200;1100;1600;0;38000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1260;R$ 16,77;R$ 16,77;203467248;DV203467248BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25953000;TERESOPOLIS;RJ;200;1100;1600;0;126000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1240;R$ 37,25;R$ 37,25;203467251;DV203467251BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;14025000;RIBEIRAO PRETO;SP;200;1100;1600;0;124000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1260;R$ 24,92;R$ 24,92;203467265;DV203467265BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;27261000;;;200;1100;1600;0;126000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1240;R$ 75,20;R$ 75,20;203467279;DV203467279BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;64048000;;;200;1100;1600;0;124000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1240;R$ 61,49;R$ 61,49;203467282;DV203467282BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;75901000;;;200;1100;1600;0;124000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1240;R$ 37,25;R$ 37,25;203467296;DV203467296BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;86050000;LONDRINA;PR;200;1100;1600;0;124000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1240;R$ 51,07;R$ 51,07;203467305;DV203467305BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;88015000;FLORIANOPOLIS;SC;200;1100;1600;0;124000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1260;R$ 83,50;R$ 83,50;203467319;DV203467319BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;59611000;;;200;1100;1600;0;126000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1240;R$ 37,25;R$ 37,25;203467322;DV203467322BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;71910000;BRASILIA;DF;200;1100;1600;0;124000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1240;R$ 37,25;R$ 37,25;203467336;DV203467336BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;13025000;CAMPINAS;SP;200;1100;1600;0;124000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1260;R$ 75,20;R$ 75,20;203467340;DV203467340BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;65075000;;;200;1100;1600;0;126000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;2120;R$ 95,37;R$ 95,37;203467353;DV203467353BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;51111000;RECIFE;PE;200;1100;1600;0;212000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1280;R$ 16,77;R$ 16,77;203467367;DV203467367BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25620000;PETROPOLIS;RJ;200;1100;1600;0;128000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1280;R$ 51,07;R$ 51,07;203467375;DV203467375BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;90510000;PORTO ALEGRE;RS;200;1100;1600;0;128000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1280;R$ 51,07;R$ 51,07;203467384;DV203467384BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;79020000;CAMPO GRANDE;MS;200;1100;1600;0;128000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1260;R$ 51,07;R$ 51,07;203467398;DV203467398BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;74223000;;;200;1100;1600;0;126000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1340;R$ 37,25;R$ 37,25;203467407;DV203467407BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;29055000;;;200;1100;1600;0;134000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1360;R$ 25,15;R$ 25,15;203467415;DV203467415BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28300000;ITAPERUNA;RJ;200;1100;1600;0;136000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1313;R$ 98,88;R$ 98,88;203467424;DV203467424BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;68515000;PARAUAPEBAS;PA;200;1100;1600;0;131300
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1260;R$ 61,49;R$ 61,49;203467438;DV203467438BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;97015000;SANTA MARIA;RS;200;1100;1600;0;126000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1260;R$ 75,20;R$ 75,20;203467441;DV203467441BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;57030000;MACEIO;AL;200;1100;1600;0;126000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1260;R$ 75,20;R$ 75,20;203467455;DV203467455BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;58038000;JOAO PESSOA;PB;200;1100;1600;0;126000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1260;R$ 37,25;R$ 37,25;203467469;DV203467469BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;38411000;UBERLANDIA;MG;200;1100;1600;0;126000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1340;R$ 37,25;R$ 37,25;203467472;DV203467472BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;15015000;SAO JOSE DO RIO PRETO;SP;2270;2290;3230;0;134000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;06/04/2023;3220;SEDEX CONTRATO AG;1;360;R$ 21,18;R$ 21,18;785754167;OS785754167BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;23970000;PARATY;RJ;200;1100;1600;0;36000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;2120;R$ 57,13;R$ 57,13;203467163;DV203467163BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;91340000;PORTO ALEGRE;RS;200;1100;1600;0;212000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;7902;R$ 70,28;R$ 70,28;203467177;DV203467177BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;70355000;BRASILIA;DF;3510;4020;3360;0;446000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1360;R$ 49,03;R$ 49,03;203467185;DV203467185BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;35160000;;;200;1100;1600;0;136000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1240;R$ 64,86;R$ 64,86;203467194;DV203467194BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;41825000;SALVADOR;BA;200;1100;1600;0;124000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1260;R$ 75,20;R$ 75,20;203467203;DV203467203BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;59020000;NATAL;RN;200;1100;1600;0;126000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1260;R$ 75,20;R$ 75,20;203467217;DV203467217BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;60160000;FORTALEZA;CE;200;1100;1600;0;126000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1280;R$ 37,25;R$ 37,25;203467225;DV203467225BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;80420000;CURITIBA;PR;200;1100;1600;0;128000
67862004;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;1260;R$ 37,25;R$ 37,25;203467234;DV203467234BR;R$ 300,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;38010000;UBERABA;MG;200;1100;1600;0;126000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;05/04/2023;3220;SEDEX CONTRATO AG;1;680;R$ 31,42;R$ 31,42;785754096;OS785754096BR;R$ 304,72;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30150000;BELO HORIZONTE;MG;200;1100;1600;0;68000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;12/04/2023;3220;SEDEX CONTRATO AG;1;160;R$ 29,23;R$ 29,23;785754771;OS785754771BR;R$ 307,02;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30380000;;;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;17/03/2023;3220;SEDEX CONTRATO AG;1;320;R$ 30,35;R$ 30,35;785751695;OS785751695BR;R$ 308,22;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30350000;BELO HORIZONTE;MG;200;1100;1600;0;32000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;20/03/2023;3220;SEDEX CONTRATO AG;1;340;R$ 30,36;R$ 30,36;785751951;OS785751951BR;R$ 309,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;29050000;;;200;1100;1600;0;34000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;12/04/2023;3220;SEDEX CONTRATO AG;1;140;R$ 12,15;R$ 12,15;785754811;OS785754811BR;R$ 309,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25710000;PETROPOLIS;RJ;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;20/03/2023;3220;SEDEX CONTRATO AG;1;487;R$ 30,36;R$ 30,36;785751792;OS785751792BR;R$ 309,60;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30160000;BELO HORIZONTE;MG;200;1100;1600;0;48700
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;29/03/2023;3220;SEDEX CONTRATO AG;1;120;R$ 44,69;R$ 44,69;785752869;OS785752869BR;R$ 310,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;36240000;;;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;24/03/2023;3220;SEDEX CONTRATO AG;1;120;R$ 12,16;R$ 12,16;785752387;OS785752387BR;R$ 310,30;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;24903000;;;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;21/03/2023;3220;SEDEX CONTRATO AG;1;160;R$ 29,31;R$ 29,31;785752047;OS785752047BR;R$ 315,90;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30180000;BELO HORIZONTE;MG;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;17/03/2023;3220;SEDEX CONTRATO AG;1;300;R$ 29,33;R$ 29,33;785751660;OS785751660BR;R$ 317,28;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;4517000;SAO PAULO;SP;200;1100;1600;0;30000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;16/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 20,72;R$ 20,72;785751449;OS785751449BR;R$ 319,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25802000;TRES RIOS;RJ;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;03/04/2023;3220;SEDEX CONTRATO AG;1;460;R$ 45,88;R$ 45,88;785753691;OS785753691BR;R$ 319,90;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;35400000;OURO PRETO;MG;200;1100;1600;0;46000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;29/03/2023;3220;SEDEX CONTRATO AG;1;787;R$ 31,57;R$ 31,57;785752991;OS785752991BR;R$ 319,90;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;4042000;SAO PAULO;SP;200;1100;1600;0;78700
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;29/03/2023;3220;SEDEX CONTRATO AG;1;280;R$ 29,38;R$ 29,38;785752841;OS785752841BR;R$ 322,80;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;80240000;CURITIBA;PR;200;1100;1600;0;28000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;27/03/2023;3220;SEDEX CONTRATO AG;1;240;R$ 20,76;R$ 20,76;785752458;OS785752458BR;R$ 323,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28976000;ARARUAMA;RJ;200;1100;1600;0;24000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;27/03/2023;3220;SEDEX CONTRATO AG;1;200;R$ 29,45;R$ 29,45;785752546;OS785752546BR;R$ 329,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30190000;BELO HORIZONTE;MG;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;12/04/2023;3220;SEDEX CONTRATO AG;1;160;R$ 29,51;R$ 29,51;785754706;OS785754706BR;R$ 335,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30170000;BELO HORIZONTE;MG;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;12/04/2023;3220;SEDEX CONTRATO AG;1;420;R$ 21,53;R$ 21,53;785754666;OS785754666BR;R$ 335,80;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;23860000;MANGARATIBA;RJ;200;1100;1600;0;42000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;27/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 29,59;R$ 29,59;785752532;OS785752532BR;R$ 343,44;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;38408000;UBERLANDIA;MG;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;04/04/2023;3298;PAC CONTRATO AG;1;500;R$ 24,71;R$ 24,71;760015372;OL760015372BR;R$ 352,62;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;84261000;TELEMACO BORBA;PR;200;1100;1600;0;50000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;29/03/2023;3220;SEDEX CONTRATO AG;1;180;R$ 29,76;R$ 29,76;785752988;OS785752988BR;R$ 360,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30770000;BELO HORIZONTE;MG;200;1100;1600;0;18000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;29/03/2023;3220;SEDEX CONTRATO AG;1;220;R$ 12,66;R$ 12,66;785752974;OS785752974BR;R$ 360,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28055000;CAMPOS DOS GOYTACAZES;RJ;200;1100;1600;0;22000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;28/03/2023;3220;SEDEX CONTRATO AG;1;260;R$ 29,77;R$ 29,77;785752585;OS785752585BR;R$ 361,76;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30380000;;;200;1100;1600;0;26000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;24/03/2023;3220;SEDEX CONTRATO AG;1;200;R$ 45,22;R$ 45,22;785752373;OS785752373BR;R$ 363,09;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;35170000;;;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;10/04/2023;3220;SEDEX CONTRATO AG;1;380;R$ 30,91;R$ 30,91;785754374;OS785754374BR;R$ 364,48;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;4023000;SAO PAULO;SP;200;1100;1600;0;38000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;04/04/2023;3220;SEDEX CONTRATO AG;1;560;R$ 32,06;R$ 32,06;785753833;OS785753833BR;R$ 368,74;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;1524000;SAO PAULO;SP;200;1100;1600;0;56000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;27/03/2023;3220;SEDEX CONTRATO AG;1;200;R$ 29,90;R$ 29,90;785752489;OS785752489BR;R$ 374,80;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30441000;;;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;29/03/2023;3220;SEDEX CONTRATO AG;1;787;R$ 23,86;R$ 23,86;785752909;OS785752909BR;R$ 380,80;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;11696000;;;200;1100;1600;0;78700
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;17/03/2023;3220;SEDEX CONTRATO AG;1;340;R$ 21,61;R$ 21,61;785751554;OS785751554BR;R$ 383,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;27930000;MACAE;RJ;200;1100;1600;0;34000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;21/03/2023;3220;SEDEX CONTRATO AG;1;200;R$ 30,09;R$ 30,09;785751996;OS785751996BR;R$ 393,10;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30140000;BELO HORIZONTE;MG;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;14/04/2023;3220;SEDEX CONTRATO AG;1;280;R$ 30,15;R$ 30,15;785755012;OS785755012BR;R$ 399,36;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;4037000;SAO PAULO;SP;200;1100;1600;0;28000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;23/03/2023;3220;SEDEX CONTRATO AG;1;587;R$ 32,41;R$ 32,41;785752166;OS785752166BR;R$ 403,12;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30575000;BELO HORIZONTE;MG;200;1100;1600;0;58700
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;05/04/2023;3220;SEDEX CONTRATO AG;1;260;R$ 30,20;R$ 30,20;785753878;OS785753878BR;R$ 404,96;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;4544000;SAO PAULO;SP;200;1100;1600;0;26000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;280;R$ 30,27;R$ 30,27;785753507;OS785753507BR;R$ 411,30;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;80430000;CURITIBA;PR;200;1100;1600;0;28000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;900;R$ 24,17;R$ 24,17;785753453;OS785753453BR;R$ 411,80;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;11688000;UBATUBA;SP;200;1100;1600;0;90000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;487;R$ 58,86;R$ 58,86;785753250;OS785753250BR;R$ 414,80;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;89460000;;;200;1100;1600;0;48700
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;06/04/2023;3220;SEDEX CONTRATO AG;1;280;R$ 13,20;R$ 13,20;785754136;OS785754136BR;R$ 414,81;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25235000;DUQUE DE CAXIAS;RJ;200;1100;1600;0;28000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;480;R$ 31,50;R$ 31,50;785753246;OS785753246BR;R$ 423,10;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;80035000;CURITIBA;PR;200;1100;1600;0;48000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;28/03/2023;3220;SEDEX CONTRATO AG;1;700;R$ 32,64;R$ 32,64;785752775;OS785752775BR;R$ 426,98;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;4510000;SAO PAULO;SP;200;1100;1600;0;70000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;12/04/2023;3220;SEDEX CONTRATO AG;1;467;R$ 47,00;R$ 47,00;785754842;OS785754842BR;R$ 431,70;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;29770000;MANTENOPOLIS;ES;200;1100;1600;0;46700
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;28/03/2023;3220;SEDEX CONTRATO AG;1;280;R$ 59,52;R$ 59,52;785752722;OS785752722BR;R$ 433,96;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;68902000;MACAPA;AP;200;1100;1600;0;28000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;23/03/2023;3220;SEDEX CONTRATO AG;1;220;R$ 21,49;R$ 21,49;785752135;OS785752135BR;R$ 434,83;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28915000;CABO FRIO;RJ;200;1100;1600;0;22000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;29/03/2023;3220;SEDEX CONTRATO AG;1;400;R$ 14,54;R$ 14,54;785752886;OS785752886BR;R$ 435,30;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25900000;;;200;1100;1600;0;40000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;03/04/2023;3220;SEDEX CONTRATO AG;1;160;R$ 30,51;R$ 30,51;785753609;OS785753609BR;R$ 435,84;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30350000;BELO HORIZONTE;MG;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;17/03/2023;3220;SEDEX CONTRATO AG;1;587;R$ 48,25;R$ 48,25;785751571;OS785751571BR;R$ 444,30;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;35425000;MARIANA;MG;200;1100;1600;0;58700
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;03/04/2023;3220;SEDEX CONTRATO AG;1;220;R$ 30,62;R$ 30,62;785753586;OS785753586BR;R$ 446,80;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30180000;BELO HORIZONTE;MG;200;1100;1600;0;22000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;05/04/2023;3220;SEDEX CONTRATO AG;1;340;R$ 31,76;R$ 31,76;785754082;OS785754082BR;R$ 449,61;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;32260000;CONTAGEM;MG;200;1100;1600;0;34000
